num,rate,name,price,diff,updown,buy_hoga,sell_hoga,volume,yes_volume
47.0,211.33,무림P&P,9890.0,260.0,-2.56%,9880.0,9890.0,471840.0,151558.0
48.0,206.86,사조동아원,1335.0,45.0,-3.26%,1330.0,1335.0,752993.0,245383.0
49.0,206.62,베트남개발1,502.0,6.0,+1.21%,502.0,504.0,839508.0,273796.0
50.0,205.05,KODEX 퀄리티Plus,10320.0,95.0,-0.91%,10280.0,10320.0,259677.0,85125.0
51.0,203.47,TIGER 반도체,21215.0,365.0,-1.69%,21175.0,21215.0,28924.0,9531.0
52.0,199.69,삼성 S&P500 VIX S/T 선물 ETN(H),13180.0,165.0,+1.27%,13165.0,13225.0,35471.0,11836.0
53.0,198.05,DSR제강,4560.0,190.0,-4.00%,4555.0,4560.0,73553.0,24678.0
54.0,196.07,사조오양,11500.0,100.0,+0.88%,11400.0,11500.0,95655.0,32308.0
55.0,195.6,우신시스템,8170.0,30.0,-0.37%,8160.0,8170.0,55998.0,18944.0
56.0,193.94,CJ씨푸드,2690.0,0.0,0.00%,2690.0,2695.0,262727.0,89380.0
57.0,187.96,현대건설기계,136000.0,9000.0,+7.09%,135500.0,136000.0,167042.0,58008.0
58.0,185.28,TIGER 200 헬스케어,22935.0,550.0,-2.34%,22925.0,22935.0,14552.0,5101.0
59.0,181.61,대성에너지,5720.0,0.0,0.00%,5720.0,5730.0,25798.0,9161.0
60.0,175.81,TIGER 200 건설,3160.0,45.0,-1.40%,3150.0,3160.0,458286.0,166159.0
61.0,171.48,ARIRANG 고배당저변동50,10705.0,0.0,0.00%,10660.0,10705.0,35518.0,13083.0
62.0,171.21,한국주철관,9350.0,350.0,-3.61%,9340.0,9350.0,58003.0,21387.0
63.0,165.93,동화약품,10600.0,350.0,-3.20%,10600.0,10700.0,113530.0,42691.0
64.0,162.36,부국철강,2775.0,70.0,-2.46%,2775.0,2805.0,102525.0,39078.0
65.0,160.96,KODEX MSCI퀄리티,8880.0,35.0,+0.40%,8845.0,8880.0,18353.0,7033.0
66.0,158.29,하나니켈2호,1770.0,15.0,+0.85%,1755.0,1770.0,36135.0,13990.0
67.0,157.37,JW홀딩스,7390.0,360.0,-4.65%,7390.0,7400.0,217416.0,84477.0
68.0,155.57,NICE,19750.0,250.0,+1.28%,19650.0,19750.0,104236.0,40786.0
69.0,155.4,KODEX 반도체,20870.0,355.0,-1.67%,20860.0,20870.0,20274.0,7938.0
70.0,154.91,넥센,6340.0,110.0,+1.77%,6320.0,6340.0,25639.0,10058.0
71.0,154.34,삼화전기,24650.0,2050.0,-7.68%,24600.0,24650.0,194172.0,76343.0
72.0,153.94,대한제당,21100.0,600.0,-2.76%,20950.0,21100.0,24812.0,9771.0
73.0,152.99,영화금속,1445.0,60.0,-3.99%,1445.0,1450.0,457683.0,180906.0
74.0,152.47,KODEX MSCI모멘텀,9805.0,100.0,-1.01%,9795.0,9830.0,49931.0,19777.0
75.0,151.68,삼영무역,15500.0,650.0,-4.02%,15500.0,15600.0,52553.0,20881.0
76.0,150.39,팜스코,9320.0,70.0,+0.76%,9300.0,9320.0,161649.0,64560.0
77.0,148.2,우리종금,855.0,2.0,+0.23%,854.0,855.0,9269306.0,3734608.0
78.0,147.03,SIMPAC,2665.0,115.0,-4.14%,2665.0,2680.0,275228.0,111417.0
79.0,144.52,한솔PNS,1295.0,10.0,-0.77%,1285.0,1295.0,141944.0,58050.0
80.0,142.22,일진전기,4275.0,80.0,-1.84%,4265.0,4275.0,196708.0,81209.0
81.0,141.91,KOSEF 코스닥150선물레버리지,6330.0,250.0,-3.80%,6315.0,6330.0,19128.0,7907.0
82.0,140.62,코스모신소재,21750.0,1100.0,-4.81%,21700.0,21750.0,543877.0,226033.0
83.0,138.68,유한양행,224500.0,8500.0,-3.65%,224000.0,224500.0,53236.0,22304.0
84.0,138.55,KBSTAR 모멘텀밸류,12080.0,30.0,+0.25%,12040.0,12080.0,36138.0,15149.0
85.0,138.08,한국토지신탁,2690.0,50.0,-1.82%,2690.0,2695.0,512654.0,215332.0
86.0,133.98,AK홀딩스,55600.0,2200.0,-3.81%,55600.0,55700.0,58669.0,25074.0
87.0,133.8,삼화전자,2990.0,110.0,-3.55%,2990.0,3040.0,134017.0,57322.0
88.0,129.91,한일홀딩스,67700.0,2200.0,-3.15%,67700.0,67900.0,16402.0,7134.0
89.0,127.0,태림포장,3235.0,20.0,-0.61%,3205.0,3235.0,116123.0,51156.0
90.0,125.98,모나미,2825.0,85.0,-2.92%,2820.0,2825.0,227021.0,100461.0
91.0,125.76,유니켐,1875.0,65.0,+3.59%,1875.0,1885.0,1432982.0,634744.0
92.0,125.33,청호컴넷,3345.0,165.0,+5.19%,3320.0,3345.0,34791.0,15440.0
93.0,121.91,이노션,59300.0,200.0,+0.34%,59200.0,59300.0,66657.0,30038.0
94.0,121.67,KCTC,2815.0,85.0,+3.11%,2775.0,2815.0,35673.0,16093.0
95.0,120.6,ARIRANG 200,29390.0,25.0,-0.08%,29350.0,29390.0,124174.0,56289.0
96.0,120.1,성창기업지주,2555.0,85.0,-3.22%,2555.0,2560.0,342993.0,155838.0
97.0,119.64,쌍용양회,6210.0,270.0,-4.17%,6210.0,6220.0,1879076.0,855528.0
98.0,112.72,한섬,37300.0,300.0,+0.81%,37150.0,37300.0,86401.0,40617.0
99.0,111.13,인팩,4490.0,180.0,-3.85%,4470.0,4490.0,11530.0,5461.0
100.0,110.46,코스모화학,18450.0,1800.0,-8.89%,18450.0,18500.0,599472.0,284834.0
1.0,33078.57,휴마시스,2155.0,315.0,+17.12%,2150.0,2155.0,34495429.0,103969.0
2.0,3323.3,퍼시픽바이오,1120.0,45.0,+4.19%,1115.0,1120.0,11573674.0,338085.0
3.0,2191.44,삼우엠스,1355.0,150.0,+12.45%,1355.0,1360.0,17096342.0,746096.0
4.0,1895.9,동양파일,5160.0,180.0,+3.61%,5160.0,5170.0,706848.0,35415.0
5.0,1690.28,신라에스지,5800.0,90.0,-1.53%,5800.0,5870.0,267432.0,14938.0
6.0,1569.77,인탑스,8600.0,60.0,+0.70%,8600.0,8650.0,368918.0,22094.0
7.0,935.78,이엘케이,816.0,6.0,+0.74%,816.0,817.0,1498464.0,144670.0
8.0,885.95,해성옵틱스,4080.0,160.0,+4.08%,4070.0,4080.0,8434535.0,855470.0
9.0,807.3,뷰웍스,35500.0,4250.0,+13.60%,35500.0,35600.0,322019.0,35492.0
10.0,783.49,흥구석유,2820.0,150.0,-5.05%,2820.0,2825.0,6806098.0,770369.0
11.0,684.71,케이엠제약,4100.0,380.0,+10.22%,4100.0,4105.0,11333020.0,1444231.0
12.0,621.51,녹십자엠에스,17400.0,1400.0,-7.45%,17400.0,17450.0,2862601.0,396751.0
13.0,519.53,육일씨엔에쓰,4925.0,240.0,+5.12%,4880.0,4925.0,183982.0,29697.0
14.0,449.73,인산가,2160.0,5.0,-0.23%,2160.0,2165.0,1779338.0,323672.0
15.0,443.29,트루윈,5460.0,350.0,-6.02%,5460.0,5500.0,33510.0,6168.0
16.0,402.18,흥국에프엔비,8590.0,300.0,+3.62%,8590.0,8600.0,65630.0,13069.0
17.0,391.84,에쎈테크,1110.0,5.0,-0.45%,1110.0,1120.0,1017526.0,206880.0
18.0,389.56,상신이디피,15850.0,900.0,-5.37%,15850.0,15900.0,583248.0,119137.0
19.0,389.26,오르비텍,5700.0,200.0,+3.64%,5690.0,5700.0,3354246.0,685580.0
20.0,354.67,팬스타엔터프라이즈,1035.0,15.0,-1.43%,1035.0,1040.0,1442911.0,317355.0
21.0,321.13,서진오토모티브,2650.0,160.0,-5.69%,2650.0,2655.0,135346.0,32139.0
22.0,317.94,에스폴리텍,1925.0,0.0,0.00%,1920.0,1925.0,50228.0,12018.0
23.0,315.97,테크윙,12450.0,750.0,-5.68%,12400.0,12450.0,164565.0,39562.0
24.0,313.75,제넥신,87800.0,8000.0,-8.35%,87700.0,87800.0,697738.0,168639.0
25.0,312.42,민앤지,19900.0,950.0,-4.56%,19850.0,19900.0,149718.0,36302.0
26.0,303.05,메가스터디교육,23850.0,2150.0,-8.27%,23850.0,23900.0,248431.0,61637.0
27.0,293.63,세원,3050.0,175.0,-5.43%,3045.0,3050.0,2167882.0,550737.0
28.0,284.45,엔브이에이치코리아,2775.0,0.0,0.00%,2745.0,2775.0,35227.0,9163.0
29.0,261.09,인터엠,2725.0,85.0,-3.02%,2720.0,2725.0,528281.0,146301.0
30.0,253.65,시그네틱스,1015.0,70.0,-6.45%,1015.0,1025.0,1047235.0,296119.0
31.0,250.08,파워넷,5180.0,210.0,-3.90%,5170.0,5180.0,1111396.0,317473.0
32.0,244.19,뉴로스,5990.0,530.0,-8.13%,5990.0,6000.0,405483.0,117807.0
33.0,234.06,실리콘웍스,38500.0,1500.0,-3.75%,38450.0,38500.0,126432.0,37847.0
34.0,226.72,해덕파워웨이,3750.0,325.0,+9.49%,3750.0,3755.0,6137313.0,1878445.0
35.0,225.51,넵튠,9940.0,510.0,-4.88%,9930.0,9940.0,152311.0,46791.0
36.0,223.78,EDGC,7360.0,250.0,+3.52%,7350.0,7360.0,620085.0,191516.0
37.0,215.32,제이스텍,7240.0,310.0,-4.11%,7240.0,7250.0,118861.0,37695.0
38.0,215.26,에이치케이,1630.0,20.0,-1.21%,1620.0,1630.0,162890.0,51668.0
39.0,211.15,씨티젠,3870.0,150.0,+4.03%,3870.0,3875.0,450241.0,144700.0
40.0,210.56,엔텔스,11750.0,450.0,-3.69%,11750.0,11850.0,22062.0,7104.0
41.0,210.5,화성밸브,18050.0,600.0,+3.44%,18000.0,18050.0,2047841.0,659533.0
42.0,209.21,대한약품,43600.0,1050.0,-2.35%,43600.0,43750.0,23658.0,7651.0
43.0,209.13,엘아이에스,11850.0,250.0,+2.16%,11850.0,11900.0,152071.0,49193.0
44.0,205.22,현우산업,3250.0,65.0,-1.96%,3225.0,3250.0,79541.0,26060.0
45.0,204.28,대원,13600.0,350.0,-2.51%,13550.0,13600.0,101990.0,33519.0
46.0,203.39,피엔티,13750.0,600.0,-4.18%,13750.0,13800.0,179727.0,59240.0
47.0,196.75,데브시스터즈,11100.0,500.0,-4.31%,11100.0,11150.0,30690.0,10342.0
48.0,190.29,이스트소프트,8060.0,280.0,-3.36%,8060.0,8080.0,87004.0,29971.0
49.0,185.53,이건홀딩스,2860.0,85.0,-2.89%,2860.0,2885.0,48251.0,16899.0
50.0,185.34,매커스,4290.0,170.0,-3.81%,4285.0,4290.0,256063.0,89740.0
51.0,184.0,씨엠에스에듀,7540.0,100.0,-1.31%,7530.0,7540.0,15563.0,5480.0
52.0,182.82,엘앤에프,37550.0,2850.0,-7.05%,37550.0,37600.0,431531.0,152584.0
53.0,182.03,이녹스첨단소재,47350.0,2100.0,-4.25%,47350.0,47400.0,114641.0,40648.0
54.0,180.95,케이씨피드,2305.0,5.0,-0.22%,2305.0,2310.0,185207.0,65922.0
55.0,177.32,한네트,2965.0,130.0,-4.20%,2960.0,2965.0,150614.0,54310.0
56.0,174.74,브리지텍,3710.0,240.0,-6.08%,3710.0,3715.0,82360.0,29977.0
57.0,169.44,아즈텍WB,1770.0,25.0,-1.39%,1770.0,1785.0,43272.0,16060.0
58.0,168.57,모비스,4040.0,350.0,+9.49%,4040.0,4045.0,5386256.0,2005557.0
59.0,165.78,유아이엘,4830.0,35.0,-0.72%,4830.0,4835.0,63185.0,23773.0
60.0,158.59,아리온,1150.0,70.0,+6.48%,1150.0,1155.0,5044799.0,1950857.0
61.0,156.4,수산아이앤티,7990.0,50.0,+0.63%,7890.0,7990.0,21717.0,8470.0
62.0,154.28,이그잭스,2015.0,35.0,-1.71%,2015.0,2020.0,103790.0,40818.0
63.0,153.5,대륙제관,5910.0,80.0,-1.34%,5910.0,5940.0,16845.0,6645.0
64.0,149.22,진성티이씨,9680.0,490.0,+5.33%,9670.0,9680.0,536593.0,215308.0
65.0,149.11,코닉글로리,637.0,2.0,+0.31%,635.0,637.0,230245.0,92428.0
66.0,144.22,마이크로컨텍솔,3395.0,195.0,+6.09%,3305.0,3395.0,67413.0,27603.0
67.0,143.46,제낙스,25500.0,1100.0,-4.14%,25450.0,25500.0,115613.0,47488.0
68.0,139.82,ITX엠투엠,1435.0,25.0,+1.77%,1430.0,1435.0,72770.0,30344.0
69.0,138.9,상상인,19550.0,150.0,-0.76%,19550.0,19600.0,198252.0,82986.0
70.0,136.65,KMH,7760.0,0.0,0.00%,7740.0,7760.0,86327.0,36478.0
71.0,133.84,에이치엔티,3400.0,180.0,-5.03%,3395.0,3400.0,42124.0,18014.0
72.0,133.7,에코프로,39600.0,2450.0,-5.83%,39600.0,39650.0,1212743.0,518938.0
73.0,132.44,제이콘텐트리,5900.0,400.0,-6.35%,5900.0,5910.0,2855001.0,1228290.0
74.0,130.53,와이비엠넷,2450.0,40.0,-1.61%,2445.0,2450.0,52589.0,22812.0
75.0,128.99,갤럭시아컴즈,3670.0,0.0,0.00%,3670.0,3690.0,27765.0,12125.0
76.0,128.65,정원엔시스,2250.0,95.0,-4.05%,2250.0,2265.0,25094.0,10975.0
77.0,127.83,코이즈,2600.0,130.0,+5.26%,2580.0,2600.0,81703.0,35861.0
78.0,126.82,팜스토리,1210.0,20.0,-1.63%,1210.0,1215.0,1192910.0,525923.0
79.0,126.7,고영,99900.0,4600.0,-4.40%,99900.0,100100.0,104854.0,46253.0
80.0,124.95,엠코르셋,11350.0,350.0,-2.99%,11350.0,11400.0,341998.0,152033.0
81.0,124.85,에스엔유,2840.0,60.0,-2.07%,2835.0,2840.0,135867.0,60426.0
82.0,124.4,KTH,5300.0,10.0,+0.19%,5250.0,5300.0,58157.0,25917.0
83.0,122.44,디에이테크놀로지,26300.0,2000.0,+8.23%,26250.0,26300.0,634451.0,285227.0
84.0,122.39,에스텍파마,10650.0,650.0,-5.75%,10650.0,10700.0,145935.0,65621.0
85.0,121.8,한국정보통신,9590.0,260.0,+2.79%,9590.0,9650.0,61963.0,27937.0
86.0,121.24,쌍용정보통신,983.0,10.0,-1.01%,983.0,988.0,77104.0,34851.0
87.0,121.05,비엠티,8320.0,250.0,+3.10%,8300.0,8320.0,116283.0,52604.0
88.0,120.55,나라엠앤디,6180.0,340.0,-5.21%,6180.0,6190.0,253695.0,115028.0
89.0,119.97,씨케이에이치,441.0,9.0,-2.00%,440.0,441.0,379084.0,172338.0
90.0,115.63,베셀,5680.0,390.0,+7.37%,5680.0,5690.0,9003420.0,4175365.0
91.0,114.46,로체시스템즈,3150.0,145.0,-4.40%,3145.0,3150.0,115929.0,54055.0
92.0,114.08,대신정보통신,988.0,17.0,-1.69%,988.0,990.0,373026.0,174248.0
93.0,112.54,피앤이솔루션,14250.0,700.0,-4.68%,14250.0,14300.0,303713.0,142896.0
94.0,111.97,경창산업,2000.0,15.0,+0.76%,2000.0,2010.0,4141245.0,1953712.0
95.0,111.97,넷게임즈,9180.0,670.0,-6.80%,9180.0,9230.0,84146.0,39697.0
96.0,111.39,우리기술투자,3635.0,185.0,-4.84%,3635.0,3640.0,3373451.0,1595828.0
97.0,111.12,디에이피,2845.0,40.0,+1.43%,2830.0,2845.0,18283.0,8660.0
98.0,110.32,에이티넘인베스트,2635.0,100.0,-3.66%,2630.0,2635.0,590773.0,280890.0
99.0,109.79,파버나인,5750.0,250.0,-4.17%,5740.0,5750.0,125287.0,59721.0
100.0,108.38,조광ILI,6730.0,260.0,+4.02%,6720.0,6730.0,667648.0,320396.0
