num,rate,name,price,diff,updown,buy_hoga,sell_hoga,volume,yes_volume
81.0,167.95,KODEX 건설,3560.0,0.0,0.00%,3560.0,3570.0,599548.0,223751.0
82.0,165.92,엔에스쇼핑,12300.0,500.0,-3.91%,12300.0,12350.0,57426.0,21595.0
83.0,161.57,선도전기,5740.0,420.0,+7.89%,5730.0,5740.0,679470.0,259767.0
84.0,160.24,삼성전자우,36450.0,600.0,-1.62%,36400.0,36450.0,1034523.0,397528.0
85.0,159.66,미래산업,211.0,7.0,-3.21%,210.0,211.0,6023516.0,2319759.0
86.0,156.53,케이씨,18300.0,1200.0,-6.15%,18300.0,18450.0,77662.0,30274.0
87.0,154.69,신한 인버스 2X 다우존스지수 선물 ETN(H),6340.0,70.0,-1.09%,6335.0,6340.0,62364.0,24486.0
88.0,154.26,영원무역,40000.0,1850.0,+4.85%,39950.0,40000.0,220369.0,86671.0
89.0,153.89,경인양행,6020.0,280.0,-4.44%,6020.0,6060.0,727140.0,286404.0
90.0,153.27,한솔홈데코,1745.0,25.0,+1.45%,1745.0,1750.0,3447806.0,1361326.0
91.0,150.84,유니드,43450.0,1550.0,-3.44%,43450.0,43600.0,25340.0,10102.0
92.0,150.78,교보증권,9310.0,250.0,-2.62%,9310.0,9320.0,119625.0,47702.0
93.0,147.64,골든브릿지증권,2960.0,50.0,+1.72%,2955.0,2960.0,245742.0,99232.0
94.0,146.47,현대위아,39900.0,2050.0,-4.89%,39850.0,39900.0,248667.0,100893.0
95.0,146.04,만도,29600.0,2950.0,-9.06%,29600.0,29700.0,939173.0,381719.0
96.0,146.0,동국실업,1045.0,35.0,-3.24%,1045.0,1050.0,334061.0,135797.0
97.0,144.24,한진,31750.0,250.0,+0.79%,31700.0,31750.0,74069.0,30326.0
98.0,142.86,KODEX 골드선물(H),8805.0,30.0,+0.34%,8800.0,8805.0,105451.0,43421.0
99.0,141.78,서연,4450.0,205.0,-4.40%,4445.0,4450.0,48252.0,19957.0
100.0,140.09,쌍용양회우,5990.0,0.0,0.00%,5950.0,5990.0,18667.0,7775.0
1.0,25874.03,엘엠에스,7090.0,1170.0,+19.76%,7060.0,7090.0,5516624.0,21239.0
2.0,3103.33,흥구석유,2970.0,230.0,+8.39%,2950.0,2970.0,541362.0,16900.0
3.0,1123.26,좋은사람들,5800.0,470.0,+8.82%,5790.0,5800.0,11113437.0,908512.0
4.0,879.9,제이에스티나,7830.0,140.0,+1.82%,7830.0,7910.0,404442.0,41274.0
5.0,656.02,디스플레이텍,3890.0,15.0,-0.38%,3880.0,3890.0,62462.0,8262.0
6.0,574.37,앤디포스,12900.0,1650.0,+14.67%,12850.0,12900.0,5838370.0,865753.0
7.0,545.02,재영솔루텍,1850.0,120.0,+6.94%,1850.0,1855.0,2253170.0,349317.0
8.0,530.63,플레이위드,7300.0,100.0,+1.39%,7290.0,7300.0,32881.0,5214.0
9.0,523.89,삼표시멘트,4520.0,285.0,+6.73%,4515.0,4520.0,1318501.0,211337.0
10.0,481.68,흥국,5740.0,270.0,+4.94%,5740.0,5750.0,1076673.0,185098.0
11.0,468.79,에스엠코어,11600.0,900.0,-7.20%,11550.0,11600.0,521294.0,91650.0
12.0,449.02,디지탈옵틱,1340.0,50.0,+3.88%,1335.0,1340.0,2584822.0,470806.0
13.0,444.87,하이에이아이1호스팩,2040.0,5.0,-0.24%,2045.0,2050.0,61597.0,11305.0
14.0,375.44,이에스브이,1070.0,70.0,+7.00%,1065.0,1070.0,9241656.0,1943824.0
15.0,350.37,씨큐브,6880.0,180.0,-2.55%,6860.0,6880.0,58381.0,12963.0
16.0,345.22,디아이티,8130.0,420.0,+5.45%,8090.0,8130.0,678423.0,152379.0
17.0,332.56,하이셈,5510.0,220.0,-3.84%,5490.0,5510.0,568814.0,131500.0
18.0,322.47,티플랙스,3505.0,205.0,+6.21%,3505.0,3510.0,9909456.0,2345578.0
19.0,307.51,유아이디,1755.0,180.0,-9.30%,1755.0,1770.0,142535.0,34977.0
20.0,302.94,아난티,10900.0,850.0,+8.46%,10900.0,10950.0,10432942.0,2589182.0
21.0,302.37,와이엔텍,5240.0,190.0,+3.76%,5240.0,5250.0,671768.0,166952.0
22.0,290.88,서연전자,1855.0,45.0,-2.37%,1855.0,1860.0,73646.0,18841.0
23.0,274.62,인지디스플레,1585.0,15.0,-0.94%,1575.0,1585.0,143529.0,38313.0
24.0,273.95,일신바이오,2570.0,10.0,+0.39%,2570.0,2575.0,5987118.0,1601040.0
25.0,266.2,사람인에이치알,17300.0,900.0,-4.95%,17250.0,17300.0,93007.0,25398.0
26.0,264.68,안국약품,14900.0,1400.0,+10.37%,14850.0,14900.0,376129.0,103140.0
27.0,261.68,서울리거,3515.0,15.0,-0.42%,3515.0,3535.0,170563.0,47158.0
28.0,260.77,에스에프씨,4785.0,5.0,+0.10%,4770.0,4785.0,1753324.0,485992.0
29.0,259.84,CS,2200.0,65.0,-2.87%,2155.0,2200.0,112990.0,31400.0
30.0,259.07,이에스에이,2715.0,85.0,-3.04%,2715.0,2720.0,77829.0,21675.0
31.0,257.09,루멘스,3130.0,60.0,-1.88%,3125.0,3130.0,377033.0,105585.0
